process,family,lag,radius,candidates,mean_rule_count,mean_dimension,mean_validation_rmse,mean_gaussian_kl,mean_total_kl,mean_certificate
structural_break,dense_tsk,15,1.5,25,4.4,70.4,1.4249309660792207,70.08572971387649,82.44098368968858,0.2543382910357573
structural_break,dense_tsk,15,1.75,25,1.4,22.4,1.4116656512404395,20.147965522216456,30.423777956348708,0.163699685390084
structural_break,dense_tsk,15,2.0,25,1.2,19.2,1.4154568914334629,16.567291075822443,26.704474073842707,0.15636970007040962
structural_break,dense_tsk,15,2.5,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,dense_tsk,15,3.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,dense_tsk,15,4.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,dense_tsk,15,5.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,dense_tsk,20,1.25,10,11.5,241.5,1.7622236964994447,503.8797712704921,521.1563702282798,0.6153450037873875
structural_break,dense_tsk,20,1.5,25,4.6,96.6,1.4554751702513269,96.17065013608338,108.66453354800746,0.28903871216206317
structural_break,dense_tsk,20,1.75,25,1.2,25.2,1.4088936892160877,23.301403477561347,33.438586475581616,0.16854618305109248
structural_break,dense_tsk,20,2.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,dense_tsk,20,2.5,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,dense_tsk,20,3.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,dense_tsk,20,4.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,dense_tsk,20,5.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,fixed_k_dense_tsk,3,,150,5.833333333333333,23.333333333333332,1.4220998033665355,22.96185647182738,33.91272613364369,0.1719270592979634
structural_break,fixed_k_dense_tsk,5,,150,5.833333333333333,35.0,1.4113573956369667,38.29566451137139,49.246534173187705,0.19524401012500286
structural_break,fixed_k_dense_tsk,10,,150,5.833333333333333,64.16666666666667,1.3993386412786548,72.01131660609099,82.9621862679073,0.24078569557322516
structural_break,fixed_k_dense_tsk,15,,150,5.833333333333333,93.33333333333333,1.4795639185444442,113.17334210734329,124.12421176915959,0.2873658537371767
structural_break,fixed_k_dense_tsk,20,,150,5.833333333333333,122.5,1.4770227197784118,183.14366913037892,194.0945387921952,0.3379154370322072
structural_break,sparse_tsk,3,1.0,20,11.25,45.0,1.4005534983307466,41.95324209861839,59.0565542612661,0.23156372374225373
structural_break,sparse_tsk,3,1.25,25,7.4,29.6,1.4054820589934391,27.928005602777127,42.36270112026906,0.19508304979693666
structural_break,sparse_tsk,3,1.5,25,4.4,17.6,1.4222474146947273,16.5952502046625,28.950504180474592,0.16236063576489715
structural_break,sparse_tsk,3,1.75,25,3.0,12.0,1.4346843391793644,10.248427683767853,21.63327560679602,0.14514527626294965
structural_break,sparse_tsk,3,2.0,25,2.8,11.2,1.4349753586170877,9.608877950424526,20.855096437340702,0.14371074920244642
structural_break,sparse_tsk,3,2.5,25,1.2,4.8,1.455836169370464,4.894796738182692,15.03197973620296,0.12921406852818915
structural_break,sparse_tsk,3,3.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,sparse_tsk,3,4.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,sparse_tsk,3,5.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,sparse_tsk,5,1.25,25,8.4,50.4,1.4045465512148567,54.56507440134626,69.69291709939813,0.24307803688765134
structural_break,sparse_tsk,5,1.5,25,5.0,30.0,1.4173020828656775,27.212288299502465,39.98343058365052,0.1846918507851491
structural_break,sparse_tsk,5,1.75,25,3.0,18.0,1.409674257369588,16.426732341512157,27.811580264540325,0.15782808600713918
structural_break,sparse_tsk,5,2.0,25,2.4,14.4,1.4161117016039844,12.937430674192562,23.906390288884765,0.15162046311665953
structural_break,sparse_tsk,5,2.5,25,1.2,7.2,1.4331273592514053,6.765967356138557,16.90315035415882,0.13454338369849522
structural_break,sparse_tsk,5,3.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,sparse_tsk,5,4.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,sparse_tsk,5,5.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,sparse_tsk,10,1.25,25,10.2,112.2,1.4413889527952697,150.38272564225866,166.75823326531844,0.3450615238100192
structural_break,sparse_tsk,10,1.5,25,5.0,55.0,1.395364889989083,49.80414053989564,62.5752828240437,0.22919993208549463
structural_break,sparse_tsk,10,1.75,25,2.2,24.2,1.390277183604922,23.93606132946276,34.76639150804297,0.17193037934093713
structural_break,sparse_tsk,10,2.0,25,1.4,15.4,1.4028741142543706,14.31191956693616,24.587732001068417,0.14953270233886393
structural_break,sparse_tsk,10,2.5,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,sparse_tsk,10,3.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,sparse_tsk,10,4.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,sparse_tsk,10,5.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,sparse_tsk,15,1.25,10,12.0,192.0,2.0370565764328306,297.637732812071,315.26090536013874,0.47631907643072235
structural_break,sparse_tsk,15,1.5,25,4.4,70.4,1.424852364258723,70.05817106222933,82.41342503804144,0.25430862448599056
structural_break,sparse_tsk,15,1.75,25,1.4,22.4,1.4116656512404395,20.147965522216456,30.423777956348708,0.163699685390084
structural_break,sparse_tsk,15,2.0,25,1.2,19.2,1.4154568914334629,16.567291075822443,26.704474073842707,0.15636970007040962
structural_break,sparse_tsk,15,2.5,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,sparse_tsk,15,3.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,sparse_tsk,15,4.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,sparse_tsk,15,5.0,25,1.0,16.0,1.4153227345802335,13.68777683683161,23.686330398739887,0.15075058183078408
structural_break,sparse_tsk,20,1.25,10,11.5,241.5,1.761269634152803,503.8789851284147,521.1555840862025,0.6150251805430487
structural_break,sparse_tsk,20,1.5,25,4.6,96.6,1.4553891371360166,96.18204369317253,108.6759271050966,0.2890410320575265
structural_break,sparse_tsk,20,1.75,25,1.2,25.2,1.4088936892160877,23.301403477561347,33.438586475581616,0.16854618305109248
structural_break,sparse_tsk,20,2.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,sparse_tsk,20,2.5,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,sparse_tsk,20,3.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,sparse_tsk,20,4.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
structural_break,sparse_tsk,20,5.0,25,1.0,21.0,1.408504609494022,19.337337559573786,29.335891121482064,0.16099435716348764
